web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363423-1338","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","Accadì Mozzarella 100 g","€ 1,04"
"1525363258-320","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Philips lampadina LED smerigliata a goccia E27 60W","€ 6,90"
"1525363339-804","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","PANE FRESCO CON UVETTA - PANE DI TIPO 1-","5,90 €/KG"
"1525363258-317","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Loctite Super Attak Precision 5g","€ 5,10"
"1525363365-968","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati per dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/preparati-per-dolci/c/20021","cameo Budino da zuccherare cioccolato 96 g","€ 1,51"
"1525363274-418","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Spontex Spugna Abrasiva DoppioUso x2","€ 2,04"
"1525363313-624","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Cointreau Fizz 0,70 L","€ 11,99"
"1525363371-1017","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","IL GIGANTE Miele di Eucalipto 500 g","€ 6,98"
"1525363397-1156","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Bontà Divina Selection Profiteroles 100 g","€ 1,42"
"1525363401-1190","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","Aia aeQuilibrium da galline allevate a Terra 4 uova fresche 220 g","€ 1,29"
"1525363376-1050","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cereali colazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cereali-colazione/c/20023","Weetabix Formelle di frumento integrale 215 g","€ 1,99"
"1525363311-611","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimentazione bambini","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/alimentazione-bambini/c/20094","Plasmon Prugna Omogeneizzato 2 x 104 g","€ 1,49"
"1525363363-951","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","Agnesi Le eliche n.56 500 g","€ 1,04"
"1525363345-843","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","Pesoforma il mio pasto Barrette al cioccolato al latte 12 x 31 g","€ 7,88"
"1525363427-1365","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","IL GIGANTE Gran Fette 16 Fettine 400 g","€ 2,28"
"1525363269-382","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pulizia stoviglie","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/pulizia-stoviglie/c/20101","Winni's Tabs Lavastoviglie Lemon 25 x 16 g","€ 4,37"
"1525363412-1264","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","Giovanni Rana Sfogliavelo Ricotta e spinaci 125 g","€ 1,39"
"1525363390-1106","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne trita, lavorata e insaccati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-trita,-lavorata-e-insaccati/c/20017","SOVRACOSCE POLLO DISOSSATE AROMATIZZATE","€ 3,48"
"1525363382-1086","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","FILETTO DI TROTA IRIDEA BIANCA BUTTERFLY","18,90 €/KG"
"1525363393-1118","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne suina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-suina/c/20016","ARROSTO DI COPPA SUINO","7,00 €/KG"
"1525363335-762","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","IL GIGANTE Biscotti ripieni di gelato 8 x 50 g","€ 2,33"
"1525363399-1176","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Yogurt","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/yogurt/c/20059","müller Passione alla Greca Pistacchio 150 g","€ 1,19"
"1525363401-1189","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","Granarolo 2 Uova Medie Fresche","€ 0,85 (-31%)"
"1525363256-315","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Auto","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/auto/c/20088","Ambi Pur Car Ricarica Acqua-Freschezza Naturale 7 ml","€ 3,98"
"1525363449-1511","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","Insal'Arte Smile Limone 250 ml","€ 1,95"
"1525363337-785","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasticceria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/pasticceria/c/20061","Bahlsen Choco Leibniz al Latte 125 g","€ 1,27"
"1525363317-660","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Leffe Blonde 75 cl","€ 4,39"
"1525363373-1035","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","Enervit Protein 8 Snack Cioccolato al latte 8 x 27 g","€ 8,20"
"1525363286-495","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Garnier Olia Colorazione Permanente Superbiondo 110 biondo Chiarissimo Naturale Intenso","€ 7,98"
"1525363284-477","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","L'Oréal Paris Argilla Pura - Maschera Detox - 50 ml","€ 10,20"
"1525363386-1091","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pollo, tacchino e coniglio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/pollo,-tacchino-e-coniglio/c/20018","FINISSIME DI POLLO RETAIL PESO FISSO","€ 2,98"
"1525363371-1022","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","Miomiele Agrumi 500 g","€ 8,98"
"1525363406-1220","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Latte e panna","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/latte-e-panna/c/20057","Locatelli Bevanda di latte al cioccolato 500 ml","€ 1,49"
"1525363339-795","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","PREMIATI DA IL GIGANTE Gallette di Riso 150 g","€ 1,18"
"1525363332-750","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne e pesce","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/carne-e-pesce/c/20048","IL GIGANTE Cozze Cilene Sgusciate Surgelate 300 g","€ 4,98"
"1525363352-889","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","Old El Paso Tortillas Mexicanas con Maiz 8 x 41,88 g","€ 3,44 (-30%)"
"1525363414-1279","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","IL GIGANTE Tramezzino Prosciutto Cotto e Maionese 2 Tramezzini 140 g","€ 2,28"
"1525363291-530","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Aqua Massage Corpo Gentile","€ 2,00"
"1525363263-356","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cartoleria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/cartoleria/c/20099","tratto marker rosso","€ 2,30"
"1525363432-1387","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Aia Wudy Grill 250 g","€ 1,59"
"1525363335-766","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Algida Liuk 8 pezzi 600 ml","€ 3,42"
"1525363261-340","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","NUTRIMENTO PER TUTTI I TIPI DI PIANTE OTTENUTO DA MATERIE PRIME DI ORIGINE NATURALE","€ 4,50"
"1525363442-1465","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Legumi e cereali","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/legumi-e-cereali/c/20037","FAVE","€ 2,98"
"1525363384-1088","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Altra carne","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/altra-carne/c/20013","CAPPONE REALE TESTA E ZAMPE FILIERA IL GIGANTE","8,00 €/KG"
"1525363291-533","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Palmolive Naturals Carezza Delicata Ricarica Detergente Liquido Per Le Mani 300ml","€ 1,47"
"1525363335-765","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Magnum Classic 4 pezzi 440 ml","€ 3,29"
"1525363322-696","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","IL GIGANTE Acqua Minerale Frizzante Stella Alpina 150 cl","€ 0,32"
"1525363434-1402","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi a cubetti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-a-cubetti/c/20085","Negroni Pancetta Affumicata in Cubetti 90 g","€ 1,90"
"1525363378-1064","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Bonomelli Filtrofiore 18 Filtri 36 g","€ 3,94"
"1525363371-1020","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","Misura Dolcesenza 40 Fette Biscottate 320 g","€ 1,78"
"1525363390-1102","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne trita, lavorata e insaccati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-trita,-lavorata-e-insaccati/c/20017","Montana Gourmet Tartarine Mediterranee 160 g","€ 4,99"
"1525363304-578","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","Catisfactions con Stuzzicante Formaggio 60 g","€ 0,94"
"1525363406-1221","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Latte e panna","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/latte-e-panna/c/20057","Latte Candia GranLatte parzialmente scremato 6 x 25 cl","€ 3,54"
"1525363278-451","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Autan Tropical Spray insetto repellente 100 ml","null"
"1525363328-721","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","Orogel Asparagi Punte Surgelati 300 g","€ 4,38 (-50%)"
"1525363345-837","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","Enervit Power Sport Gusto Mela 60 g","€ 1,45"
"1525363294-536","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Oral-B 123 Classic care morbido","€ 2,79"
"1525363440-1458","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-da-banco/c/20107","PROSCIUTTO COTTO ALTA QUALITA' 1956 FERRARINI","22,90 €/KG"
"1525363390-1108","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne trita, lavorata e insaccati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-trita,-lavorata-e-insaccati/c/20017","FUSI D'ALA DI POLLO","€ 3,98"
"1525363369-996","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","myDietor 300 Compresse 15 g","€ 4,39"
"1525363397-1150","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Sojasun Dessert Cremoso Vaniglia 2 x 100 g","€ 1,29"
"1525363419-1305","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Biraghi Gran Biraghi grattugiato fresco 100 g","€ 1,34"
"1525363451-1513","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","Marlene Golden Delicious sacchetto 2kg","€ 3,88"
"1525363352-877","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","Polli Antipasto con Tonno in Salsa 210 g","€ 3,60"
"1525363360-939","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","Molino Filippini Farina per polenta taragna 1000 g","€ 1,60"
"1525363369-1003","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","Misura Stevia Dolcificante in Bustine 40 x 1,5 g","€ 3,10"
"1525363429-1380","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-da-banco/c/20108","RICOTTA VALCOLATTE","7,20 €/KG"
"1525363451-1514","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","FRAGOLE G 500","€ 1,98"
